"","school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","schoolsup","famsup","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","failures","paid","absences","G1","G2","G3","alc_use","high_use"
"304","GP","F",18,"U","GT3","T",4,4,"teacher","other","course","mother",1,2,"no","yes","no","yes","yes","yes","no",4,4,4,3,3,5,0,"yes",1,12,11,12,3,TRUE
"305","GP","F",17,"U","GT3","A",4,3,"services","services","course","mother",1,2,"no","yes","no","yes","yes","yes","yes",5,2,2,1,2,5,0,"yes",18,14,14,15,1.5,FALSE
"306","GP","F",17,"U","GT3","T",2,2,"other","other","course","mother",1,2,"no","yes","no","yes","yes","no","yes",4,2,2,1,1,3,0,"no",8,12,11,11,1,FALSE
"307","GP","F",17,"R","LE3","T",2,2,"services","services","course","mother",1,3,"no","yes","yes","yes","yes","yes","no",3,3,2,2,2,3,0,"yes",2,11,11,10,2,FALSE
"308","GP","F",17,"U","GT3","T",3,1,"services","services","course","father",1,3,"no","yes","no","no","yes","yes","no",3,4,3,2,3,5,0,"no",0,14,16,16,2.5,TRUE
"309","GP","F",17,"U","LE3","T",0,2,"at_home","at_home","home","father",2,3,"no","no","no","yes","yes","yes","no",3,3,3,2,3,2,0,"no",0,15,14,15,2.5,TRUE
"310","GP","M",18,"U","GT3","T",4,4,"other","other","course","mother",1,3,"no","no","yes","yes","yes","yes","no",4,3,3,2,2,3,0,"no",2,11,13,12,2,FALSE
"311","GP","M",17,"U","GT3","T",3,3,"other","services","reputation","mother",1,1,"no","no","yes","no","yes","yes","no",4,3,5,3,5,5,0,"no",2,16,16,16,4,TRUE
"312","GP","M",17,"R","GT3","T",2,2,"services","other","course","mother",4,1,"no","yes","no","yes","yes","yes","no",4,4,5,5,5,4,0,"no",5,11,10,10,5,TRUE
"313","GP","F",17,"U","GT3","T",4,4,"teacher","services","course","mother",1,3,"no","yes","yes","yes","yes","yes","no",5,4,4,1,3,4,0,"yes",4,12,10,11,2,FALSE
"314","GP","F",17,"U","GT3","T",4,4,"teacher","teacher","course","mother",2,3,"no","yes","no","no","yes","yes","yes",4,3,3,1,2,4,0,"yes",4,14,14,14,1.5,FALSE
"315","GP","M",18,"U","LE3","T",2,2,"other","other","course","mother",1,4,"no","yes","yes","yes","yes","yes","no",4,5,5,2,4,5,0,"no",1,10,10,10,3,TRUE
"316","GP","F",17,"R","GT3","T",2,4,"at_home","other","course","father",1,3,"no","yes","no","yes","yes","yes","yes",4,4,3,1,1,5,0,"no",4,14,14,14,1,FALSE
"317","GP","F",18,"U","GT3","T",3,3,"services","services","home","mother",1,2,"no","no","yes","yes","yes","yes","no",5,3,4,1,1,4,0,"no",4,8,6,6,1,FALSE
"318","GP","F",18,"U","LE3","T",2,2,"other","other","home","other",1,2,"no","no","yes","no","yes","yes","yes",4,3,3,1,1,2,0,"no",0,9,8,6,1,FALSE
"319","GP","F",18,"R","GT3","T",2,2,"at_home","other","course","mother",2,4,"no","no","yes","yes","yes","no","no",4,4,4,1,1,4,0,"no",3,12,11,7,1,FALSE
"320","GP","F",17,"U","GT3","T",3,4,"services","other","course","mother",1,3,"no","no","no","yes","yes","yes","no",4,4,5,1,3,5,0,"no",12,14,14,14,2,FALSE
"321","GP","F",17,"U","GT3","T",3,2,"other","other","home","mother",1,2,"no","yes","no","yes","yes","yes","yes",4,3,2,2,3,2,0,"yes",0,10,10,8,2.5,TRUE
"322","GP","F",18,"U","LE3","T",3,3,"services","services","home","mother",1,4,"no","yes","no","yes","yes","yes","no",5,3,3,1,1,1,0,"no",6,15,14,16,1,FALSE
"323","GP","F",17,"R","GT3","A",3,2,"other","other","home","mother",1,2,"no","yes","no","yes","yes","yes","no",4,3,3,2,3,2,0,"yes",2,12,12,13,2.5,TRUE
"324","GP","M",18,"U","GT3","T",4,4,"teacher","services","home","father",1,2,"no","yes","yes","yes","yes","yes","no",4,3,3,2,2,2,0,"no",0,11,11,6,2,FALSE
"325","GP","M",18,"U","LE3","T",3,4,"services","other","home","mother",1,2,"no","no","yes","yes","yes","yes","yes",4,3,3,1,3,5,0,"no",8,16,16,16,2,FALSE
"326","GP","F",17,"U","GT3","A",2,2,"at_home","at_home","home","father",1,2,"no","yes","no","yes","yes","yes","yes",3,3,1,1,2,4,0,"no",9,10,10,7,1.5,FALSE
"327","GP","F",18,"U","GT3","T",2,3,"at_home","other","course","mother",1,3,"no","yes","no","yes","yes","yes","no",4,3,3,1,2,3,0,"no",2,11,11,12,1.5,FALSE
"328","GP","F",18,"U","GT3","T",3,2,"other","services","other","mother",1,3,"no","no","no","yes","yes","yes","yes",5,4,3,2,3,1,0,"no",6,14,14,16,2.5,TRUE
"329","GP","M",18,"R","GT3","T",4,3,"teacher","services","course","mother",1,3,"no","no","no","yes","yes","yes","yes",5,3,2,1,2,4,0,"no",6,16,14,16,1.5,FALSE
"330","GP","M",18,"U","GT3","T",4,3,"teacher","other","course","mother",1,3,"no","yes","no","yes","yes","yes","yes",5,4,5,2,3,5,0,"yes",0,12,12,12,2.5,TRUE
"331","GP","F",17,"U","GT3","T",4,3,"health","other","reputation","mother",1,3,"no","yes","yes","yes","yes","yes","yes",4,4,3,1,3,4,0,"yes",0,12,14,14,2,FALSE
"332","MS","M",18,"R","GT3","T",3,2,"other","other","course","mother",2,1,"no","yes","no","no","yes","yes","no",2,5,5,5,5,5,0,"no",9,10,12,12,5,TRUE
"333","MS","M",19,"R","GT3","T",1,1,"other","services","home","other",3,2,"no","no","no","yes","yes","yes","no",5,4,4,3,3,2,2,"no",8,9,8,10,3,TRUE
"334","MS","M",17,"U","GT3","T",3,3,"health","other","course","mother",2,2,"no","yes","no","yes","yes","yes","no",4,5,4,2,3,3,0,"yes",3,10,11,12,2.5,TRUE
"335","MS","M",18,"U","LE3","T",1,3,"at_home","services","course","mother",1,1,"no","no","no","yes","no","yes","yes",4,3,3,2,3,3,0,"no",4,8,8,8,2.5,TRUE
"336","MS","M",19,"R","GT3","T",1,1,"other","other","home","other",3,1,"no","yes","no","yes","yes","yes","no",4,4,4,3,3,5,1,"no",4,8,8,9,3,TRUE
"337","MS","M",17,"R","GT3","T",4,3,"services","other","home","mother",2,2,"no","yes","yes","no","yes","yes","yes",4,5,5,1,3,2,0,"yes",4,12,11,11,2,FALSE
"338","MS","F",18,"U","GT3","T",3,3,"services","services","course","father",1,2,"no","yes","no","yes","yes","no","yes",5,3,4,1,1,5,0,"no",0,10,10,10,1,FALSE
"339","MS","F",17,"R","GT3","T",4,4,"teacher","services","other","father",2,2,"no","yes","yes","yes","yes","yes","no",4,3,3,1,2,5,0,"yes",3,12,12,12,1.5,FALSE
"340","MS","F",17,"U","LE3","A",3,2,"services","other","reputation","mother",2,2,"no","no","no","yes","yes","no","yes",1,2,3,1,2,5,0,"no",1,14,13,13,1.5,FALSE
"341","MS","M",18,"U","LE3","T",1,1,"other","services","home","father",2,1,"no","no","no","no","yes","yes","yes",3,3,2,1,2,3,0,"no",3,12,12,12,1.5,FALSE
"342","MS","F",18,"U","LE3","T",1,1,"at_home","services","course","father",2,3,"no","no","no","yes","yes","yes","no",5,3,2,1,1,4,0,"no",0,18,16,17,1,FALSE
"343","MS","F",18,"U","GT3","T",3,3,"services","services","other","mother",2,2,"no","yes","no","yes","yes","yes","yes",4,3,2,1,3,3,0,"no",3,12,12,12,2,FALSE
"344","MS","F",17,"U","LE3","T",4,4,"at_home","at_home","course","mother",1,2,"no","yes","yes","yes","yes","yes","yes",2,3,4,1,1,1,0,"yes",2,16,14,15,1,FALSE
"345","MS","F",17,"R","GT3","T",1,2,"other","services","course","father",2,2,"no","no","no","no","yes","no","no",3,2,2,1,2,3,0,"no",0,12,12,12,1.5,FALSE
"346","MS","M",18,"R","GT3","T",1,3,"at_home","other","course","mother",2,2,"no","yes","no","yes","yes","no","no",3,3,4,2,4,3,0,"yes",2,9,10,10,3,TRUE
"347","MS","M",18,"U","LE3","T",4,4,"teacher","services","other","mother",2,3,"no","no","no","yes","yes","yes","yes",4,2,2,2,2,5,0,"yes",0,14,14,14,2,FALSE
"348","MS","F",17,"R","GT3","T",1,1,"other","services","reputation","mother",3,1,"no","yes","no","yes","yes","yes","yes",5,2,1,1,2,1,1,"yes",0,8,7,4,1.5,FALSE
"349","MS","F",18,"U","GT3","T",2,3,"at_home","services","course","father",2,1,"no","yes","no","yes","yes","yes","yes",5,2,3,1,2,4,0,"yes",0,10,10,10,1.5,FALSE
"350","MS","F",18,"R","GT3","T",4,4,"other","teacher","other","father",3,2,"no","yes","no","no","yes","yes","yes",3,2,2,4,2,5,0,"yes",5,10,8,6,3,TRUE
"351","MS","M",18,"R","LE3","T",1,2,"at_home","services","other","father",3,1,"no","yes","yes","yes","no","yes","yes",4,3,3,2,3,3,0,"yes",3,12,11,11,2.5,TRUE
"352","MS","F",17,"U","GT3","T",2,2,"other","at_home","home","mother",1,3,"no","no","yes","yes","yes","no","yes",3,4,3,1,1,3,0,"no",8,12,11,12,1,FALSE
"353","MS","F",17,"R","GT3","T",1,2,"other","other","course","mother",1,1,"no","no","yes","yes","yes","yes","no",3,5,5,1,3,1,0,"no",9,6,6,7,2,FALSE
"354","MS","F",18,"R","LE3","T",4,4,"other","other","reputation","mother",2,3,"no","no","no","yes","yes","yes","no",5,4,4,1,1,1,0,"no",0,17,18,18,1,FALSE
"355","MS","F",18,"R","GT3","T",1,1,"other","other","home","mother",4,3,"no","no","no","yes","yes","yes","no",4,3,2,1,2,4,0,"no",3,9,10,11,1.5,FALSE
"356","MS","F",18,"R","LE3","T",4,4,"teacher","services","course","mother",1,2,"no","no","yes","yes","yes","yes","no",5,4,3,3,4,2,0,"yes",2,10,12,12,3.5,TRUE
"357","MS","F",18,"U","GT3","T",3,3,"other","other","home","mother",1,2,"no","no","no","yes","yes","yes","yes",4,1,3,1,2,1,0,"yes",0,16,16,16,1.5,FALSE
"358","MS","F",17,"R","GT3","T",3,1,"at_home","other","reputation","mother",1,2,"no","yes","yes","no","yes","yes","no",4,5,4,2,3,1,0,"yes",14,9,10,10,2.5,TRUE
"359","MS","M",18,"U","GT3","T",4,4,"teacher","teacher","home","father",1,2,"no","no","yes","no","yes","yes","no",3,2,4,1,4,2,0,"yes",4,16,16,16,2.5,TRUE
"360","MS","M",18,"R","GT3","T",2,1,"other","other","other","mother",2,1,"no","no","yes","no","yes","yes","yes",4,4,3,1,3,5,0,"no",2,7,6,4,2,FALSE
"361","MS","M",17,"U","GT3","T",2,3,"other","services","home","father",2,2,"no","no","yes","yes","yes","yes","no",4,4,3,1,1,3,0,"no",3,12,13,13,1,FALSE
"362","MS","M",19,"R","GT3","T",1,1,"other","services","other","mother",2,1,"no","no","no","yes","yes","no","no",4,3,2,1,3,5,1,"no",0,6,6,0,2,FALSE
"363","MS","M",18,"R","GT3","T",4,2,"other","other","home","father",2,1,"no","no","no","yes","yes","no","no",5,4,3,4,3,3,1,"yes",7,6,6,2,3.5,TRUE
"364","MS","F",18,"R","GT3","T",2,2,"at_home","other","other","mother",2,3,"no","no","no","yes","yes","no","no",5,3,3,1,3,4,0,"yes",1,12,13,12,2,FALSE
"365","MS","F",18,"R","GT3","T",4,4,"teacher","at_home","reputation","mother",3,1,"no","yes","yes","yes","yes","yes","yes",4,4,3,2,2,5,0,"yes",6,6,7,8,2,FALSE
"366","MS","F",19,"R","GT3","T",2,3,"services","other","course","mother",1,3,"no","no","yes","no","yes","yes","no",5,4,2,1,2,5,1,"no",2,8,8,5,1.5,FALSE
"367","MS","F",18,"U","LE3","T",3,1,"teacher","services","course","mother",1,2,"no","yes","no","yes","yes","yes","no",4,3,4,1,1,1,0,"yes",2,11,12,12,1,FALSE
"368","MS","F",18,"U","GT3","T",1,1,"other","other","course","mother",2,2,"no","no","yes","yes","yes","no","no",1,1,1,1,1,5,0,"no",3,8,8,4,1,FALSE
"369","MS","M",17,"U","LE3","T",3,1,"services","services","course","mother",2,1,"no","no","no","no","yes","yes","no",2,4,5,3,4,2,0,"no",4,12,13,13,3.5,TRUE
"370","MS","M",18,"R","LE3","T",3,2,"services","other","course","mother",3,1,"no","no","no","no","yes","yes","no",4,4,1,3,4,5,0,"no",2,10,12,10,3.5,TRUE
